"","ohi_rgn","species","rgn_typ","rgn_nam","probability","FAOarea"
"421",97,"Galeocerdo cuvier","eez","Liberia",0,NA
"422",98,"Galeocerdo cuvier","eez","Togo",0,NA
"423",99,"Galeocerdo cuvier","eez","Benin",0,NA
"424",100,"Galeocerdo cuvier","eez","R_publique du Congo",0,NA
"425",101,"Galeocerdo cuvier","eez","Namibia",0,NA
"426",102,"Galeocerdo cuvier","eez","South Africa",0,NA
"427",103,"Galeocerdo cuvier","eez","Sao Tome and Principe",0,NA
"428",104,"Galeocerdo cuvier","eez","Equatorial Guinea",0,NA
"429",106,"Galeocerdo cuvier","eez","Ghana",0,NA
"430",107,"Galeocerdo cuvier","eez","Clipperton Island",0,NA
"431",108,"Galeocerdo cuvier","eez","Bermuda",0,NA
"432",110,"Galeocerdo cuvier","eez","Bahamas",0,NA
"433",111,"Galeocerdo cuvier","eez","Turks and Caicos Islands",0,NA
"434",112,"Galeocerdo cuvier","eez","Cuba",0,NA
"435",113,"Galeocerdo cuvier","eez","Cayman Islands",0,NA
"436",114,"Galeocerdo cuvier","eez","Haiti",0,NA
"437",115,"Galeocerdo cuvier","eez","Dominican Republic",0,NA
"438",116,"Galeocerdo cuvier","eez","Puerto Rico and Virgin Islands of the United States",0,NA
"439",117,"Galeocerdo cuvier","eez","British Virgin Islands",0,NA
"440",118,"Galeocerdo cuvier","eez","Anguilla",0,NA
"441",119,"Galeocerdo cuvier","eez","Saint Kitts and Nevis",0,NA
"442",120,"Galeocerdo cuvier","eez","Antigua and Barbuda",0,NA
"443",121,"Galeocerdo cuvier","eez","Montserrat",0,NA
"444",122,"Galeocerdo cuvier","eez","Saint Lucia",0,NA
"445",123,"Galeocerdo cuvier","eez","Dominica",0,NA
"446",124,"Galeocerdo cuvier","eez","Barbados",0,NA
"447",125,"Galeocerdo cuvier","eez","Grenada",0,NA
"448",126,"Galeocerdo cuvier","eez","Trinidad and Tobago",0,NA
"449",127,"Galeocerdo cuvier","eez","Saint Vincent and the Grenadines",0,NA
"450",129,"Galeocerdo cuvier","eez","Panama",0,NA
"451",130,"Galeocerdo cuvier","eez","Costa Rica",0,NA
"452",131,"Galeocerdo cuvier","eez","Nicaragua",0,NA
"453",132,"Galeocerdo cuvier","eez","Colombia",0,NA
"454",133,"Galeocerdo cuvier","eez","Honduras",0,NA
"455",134,"Galeocerdo cuvier","eez","El Salvador",0,NA
"456",135,"Galeocerdo cuvier","eez","Mexico",0,NA
"457",136,"Galeocerdo cuvier","eez","Guatemala",0,NA
"458",137,"Galeocerdo cuvier","eez","Ecuador",0,NA
"459",138,"Galeocerdo cuvier","eez","Peru",0,NA
"460",139,"Galeocerdo cuvier","eez","Venezuela",0,NA
"461",140,"Galeocerdo cuvier","eez","Guadeloupe and Martinique",0,NA
"462",141,"Galeocerdo cuvier","eez","Faeroe Islands",0,NA
"463",143,"Galeocerdo cuvier","eez","Iceland",0,NA
"464",146,"Galeocerdo cuvier","eez","Pitcairn",0,NA
"465",147,"Galeocerdo cuvier","eez","French Polynesia",0,NA
"466",148,"Galeocerdo cuvier","eez","Line Group",0,NA
"467",149,"Galeocerdo cuvier","eez","Jarvis Island",0,NA
"468",150,"Galeocerdo cuvier","eez","Palmyra Atoll",0,NA
"469",151,"Galeocerdo cuvier","eez","American Samoa",0,NA
"470",152,"Galeocerdo cuvier","eez","Samoa",0,NA
"471",153,"Galeocerdo cuvier","eez","Cook Islands",0,NA
"472",154,"Galeocerdo cuvier","eez","Niue",0,NA
"473",155,"Galeocerdo cuvier","eez","Tonga",0,NA
"474",156,"Galeocerdo cuvier","eez","Tokelau",0,NA
"475",157,"Galeocerdo cuvier","eez","Phoenix Group",0,NA
"476",158,"Galeocerdo cuvier","eez","Howland Island and Baker Island",0,NA
"477",159,"Galeocerdo cuvier","eez","Johnston Atoll",0,NA
"478",161,"Galeocerdo cuvier","eez","Wallis and Futuna",0,NA
"479",162,"Galeocerdo cuvier","eez","New Zealand",0,NA
"480",163,"Galeocerdo cuvier","eez","United States",0,NA
"481",164,"Galeocerdo cuvier","eez","Belize",0,NA
"482",166,"Galeocerdo cuvier","eez","Jamaica",0,NA
"483",167,"Galeocerdo cuvier","eez","Guyana",0,NA
"484",168,"Galeocerdo cuvier","eez","Suriname",0,NA
"485",169,"Galeocerdo cuvier","eez","French Guiana",0,NA
"486",171,"Galeocerdo cuvier","eez","Brazil",0,NA
"487",172,"Galeocerdo cuvier","eez","Argentina",0,NA
"488",173,"Galeocerdo cuvier","eez","Uruguay",0,NA
"489",175,"Galeocerdo cuvier","eez","Denmark",0,NA
"490",176,"Galeocerdo cuvier","eez","Germany",0,NA
"491",177,"Galeocerdo cuvier","eez","Netherlands",0,NA
"492",179,"Galeocerdo cuvier","eez","France",0,NA
"493",180,"Galeocerdo cuvier","eez","United Kingdom",0,NA
"494",181,"Galeocerdo cuvier","eez","Ireland",0,NA
"495",182,"Galeocerdo cuvier","eez","Spain",0,NA
"496",183,"Galeocerdo cuvier","eez","Portugal",0,NA
"497",190,"Galeocerdo cuvier","eez","Qatar",0,NA
"498",191,"Galeocerdo cuvier","eez","Iran",0,NA
"499",193,"Galeocerdo cuvier","eez","Guinea Bissau",0,NA
"500",194,"Galeocerdo cuvier","eez","Guinea",0,NA
"501",195,"Galeocerdo cuvier","eez","Ivory Coast",0,NA
"502",196,"Galeocerdo cuvier","eez","Nigeria",0,NA
"503",197,"Galeocerdo cuvier","eez","Cameroon",0,NA
"504",198,"Galeocerdo cuvier","eez","Gabon",0,NA
"505",199,"Galeocerdo cuvier","eez","Democratic Republic of the Congo",0,NA
"506",200,"Galeocerdo cuvier","eez","Angola",0,NA
"507",202,"Galeocerdo cuvier","eez","Tanzania",0,NA
"508",203,"Galeocerdo cuvier","eez","India",0,NA
"509",204,"Galeocerdo cuvier","eez","Bangladesh",0,NA
"510",205,"Galeocerdo cuvier","eez","Myanmar",0,NA
"511",206,"Galeocerdo cuvier","eez","Malaysia",0,NA
"512",207,"Galeocerdo cuvier","eez","Vietnam",0,NA
"513",208,"Galeocerdo cuvier","eez","Singapore",0,NA
"514",209,"Galeocerdo cuvier","eez","China",0,NA
"515",210,"Galeocerdo cuvier","eez","Japan",0,NA
"516",212,"Galeocerdo cuvier","eez","Kiribati",0,NA
"517",214,"Galeocerdo cuvier","eez","Egypt",0,NA
"518",216,"Galeocerdo cuvier","eez","Indonesia",0,NA
"519",218,"Galeocerdo cuvier","eez","Canada",0,NA
"520",221,"Galeocerdo cuvier","eez","Northern Saint-Martin",0,NA
"521",222,"Galeocerdo cuvier","eez","Sweden",0,NA
"522",223,"Galeocerdo cuvier","eez","Norway",0,NA
"523",224,"Galeocerdo cuvier","eez","Chile",0,NA
"524",228,"Galeocerdo cuvier","eez","Guernsey",0,NA
"525",231,"Galeocerdo cuvier","eez","East Timor",0,NA
"526",237,"Galeocerdo cuvier","eez","Oecussi Ambeno",0,NA
"527",244,"Galeocerdo cuvier","eez","Curaçao",0,NA
"528",245,"Galeocerdo cuvier","eez","Bonaire",0,NA
"529",247,"Galeocerdo cuvier","eez","Brunei",0,NA
"530",248,"Galeocerdo cuvier","eez","Saba",0,NA
"531",250,"Galeocerdo cuvier","eez","Aruba",0,NA
"532",261,"Galeocerdo cuvier","fao","Atlantic, Northwest",0,21
"533",262,"Galeocerdo cuvier","fao","Atlantic, Northeast",0,27
"534",264,"Galeocerdo cuvier","fao","Atlantic, Eastern Central",0,34
"535",266,"Galeocerdo cuvier","fao","Atlantic, Southwest",0,41
"536",267,"Galeocerdo cuvier","fao","Atlantic, Southeast",0,47
"537",269,"Galeocerdo cuvier","fao","Indian Ocean, Western",0,51
"538",272,"Galeocerdo cuvier","fao","Pacific, Northwest",0,61
"539",273,"Galeocerdo cuvier","fao","Pacific, Northeast",0,67
"540",274,"Galeocerdo cuvier","fao","Pacific, Western Central",0,71
"541",276,"Galeocerdo cuvier","fao","Pacific, Southwest",0,81
"542",277,"Galeocerdo cuvier","fao","Pacific, Southeast",0,87
"543",70,"Coregonus albula","eez","Estonia",0.5,NA
"544",73,"Coregonus albula","eez","Russia",0.5,NA
"545",174,"Coregonus albula","eez","Finland",0.5,NA
"546",222,"Coregonus albula","eez","Sweden",0.5,NA
"547",70,"Coregonus albula","eez","Estonia",0,NA
"548",73,"Coregonus albula","eez","Russia",0,NA
"549",174,"Coregonus albula","eez","Finland",0,NA
"550",222,"Coregonus albula","eez","Sweden",0,NA
"551",1,"Acanthocybium solandri","eez","Cocos Islands",0.5,NA
"552",2,"Acanthocybium solandri","eez","Christmas Island",0.5,NA
"553",3,"Acanthocybium solandri","eez","Norfolk Island",0.5,NA
"554",4,"Acanthocybium solandri","eez","Macquarie Island",0.5,NA
"555",5,"Acanthocybium solandri","eez","New Caledonia",0.5,NA
"556",6,"Acanthocybium solandri","eez","Vanuatu",0.5,NA
"557",7,"Acanthocybium solandri","eez","Solomon Islands",0.5,NA
"558",8,"Acanthocybium solandri","eez","Palau",0.5,NA
"559",9,"Acanthocybium solandri","eez","Micronesia",0.5,NA
"560",10,"Acanthocybium solandri","eez","Nauru",0.5,NA
"561",11,"Acanthocybium solandri","eez","Marshall Islands",0.5,NA
"562",12,"Acanthocybium solandri","eez","Wake Island",0.5,NA
"563",13,"Acanthocybium solandri","eez","Northern Mariana Islands and Guam",0.5,NA
"564",14,"Acanthocybium solandri","eez","Taiwan",0.5,NA
"565",15,"Acanthocybium solandri","eez","Philippines",0.5,NA
"566",16,"Acanthocybium solandri","eez","Australia",0.5,NA
"567",17,"Acanthocybium solandri","eez","Papua New Guinea",0.5,NA
"568",18,"Acanthocybium solandri","eez","Fiji",0.5,NA
"569",19,"Acanthocybium solandri","eez","Tuvalu",0.5,NA
"570",20,"Acanthocybium solandri","eez","South Korea",0.5,NA
"571",21,"Acanthocybium solandri","eez","North Korea",0.5,NA
"572",24,"Acanthocybium solandri","eez","Cambodia",0.5,NA
"573",25,"Acanthocybium solandri","eez","Thailand",0.5,NA
"574",26,"Acanthocybium solandri","eez","Andaman and Nicobar",0.5,NA
"575",28,"Acanthocybium solandri","eez","Comoro Islands",0.5,NA
"576",29,"Acanthocybium solandri","eez","Mayotte",0.5,NA
"577",30,"Acanthocybium solandri","eez","Glorioso Islands",0.5,NA
"578",31,"Acanthocybium solandri","eez","Seychelles",0.5,NA
"579",32,"Acanthocybium solandri","eez","R_union",0.5,NA
"580",33,"Acanthocybium solandri","eez","Juan de Nova Island",0.5,NA
"581",34,"Acanthocybium solandri","eez","Bassas da India",0.5,NA
"582",35,"Acanthocybium solandri","eez","Ile Europa",0.5,NA
"583",36,"Acanthocybium solandri","eez","Ile Tromelin",0.5,NA
"584",37,"Acanthocybium solandri","eez","Mauritius",0.5,NA
"585",38,"Acanthocybium solandri","eez","British Indian Ocean Territory",0.5,NA
"586",39,"Acanthocybium solandri","eez","Maldives",0.5,NA
"587",40,"Acanthocybium solandri","eez","Sri Lanka",0.5,NA
"588",41,"Acanthocybium solandri","eez","Mozambique",0.5,NA
"589",42,"Acanthocybium solandri","eez","Madagascar",0.5,NA
"590",43,"Acanthocybium solandri","eez","Kenya",0.5,NA
"591",44,"Acanthocybium solandri","eez","Somalia",0.5,NA
"592",45,"Acanthocybium solandri","eez","Eritrea",0.5,NA
"593",46,"Acanthocybium solandri","eez","Djibouti",0.5,NA
"594",47,"Acanthocybium solandri","eez","Yemen",0.5,NA
"595",48,"Acanthocybium solandri","eez","Oman",0.5,NA
"596",49,"Acanthocybium solandri","eez","Sudan",0.5,NA
"597",50,"Acanthocybium solandri","eez","Saudi Arabia",0.5,NA
"598",51,"Acanthocybium solandri","eez","Kuwait",0.5,NA
"599",53,"Acanthocybium solandri","eez","Pakistan",0.5,NA
"600",54,"Acanthocybium solandri","eez","United Arab Emirates",0.5,NA
"601",55,"Acanthocybium solandri","eez","Azores",0.5,NA
"602",56,"Acanthocybium solandri","eez","Cape Verde",0.5,NA
"603",57,"Acanthocybium solandri","eez","Madeira",0.5,NA
"604",58,"Acanthocybium solandri","eez","Canary Islands",0.5,NA
"605",61,"Acanthocybium solandri","eez","Tunisia",0.5,NA
"606",62,"Acanthocybium solandri","eez","Morocco",0.5,NA
"607",63,"Acanthocybium solandri","eez","Western Sahara",0.5,NA
"608",64,"Acanthocybium solandri","eez","Mauritania",0.5,NA
"609",65,"Acanthocybium solandri","eez","Gambia",0.5,NA
"610",66,"Acanthocybium solandri","eez","Senegal",0.5,NA
"611",67,"Acanthocybium solandri","eez","Libya",0.5,NA
"612",68,"Acanthocybium solandri","eez","Malta",0.5,NA
"613",73,"Acanthocybium solandri","eez","Russia",0.5,NA
"614",76,"Acanthocybium solandri","eez","Turkey",0.5,NA
"615",77,"Acanthocybium solandri","eez","Syria",0.5,NA
"616",78,"Acanthocybium solandri","eez","Lebanon",0.5,NA
"617",79,"Acanthocybium solandri","eez","Israel",0.5,NA
"618",80,"Acanthocybium solandri","eez","Greece",0.5,NA
"619",81,"Acanthocybium solandri","eez","Cyprus",0.5,NA
"620",82,"Acanthocybium solandri","eez","Albania",0.5,NA
"621",84,"Acanthocybium solandri","eez","Algeria",0.5,NA
"622",85,"Acanthocybium solandri","eez","Ascension",0.5,NA
"623",86,"Acanthocybium solandri","eez","Saint Helena",0.5,NA
"624",88,"Acanthocybium solandri","eez","Tristan da Cunha",0.5,NA
"625",90,"Acanthocybium solandri","eez","Prince Edward Islands",0.5,NA
"626",91,"Acanthocybium solandri","eez","Crozet Islands",0.5,NA
"627",92,"Acanthocybium solandri","eez","Amsterdam Island and Saint Paul Island",0.5,NA
"628",93,"Acanthocybium solandri","eez","Kerguelen Islands",0.5,NA
"629",95,"Acanthocybium solandri","eez","Falkland Islands",0.5,NA
"630",96,"Acanthocybium solandri","eez","Sierra Leone",0.5,NA
"631",97,"Acanthocybium solandri","eez","Liberia",0.5,NA
"632",98,"Acanthocybium solandri","eez","Togo",0.5,NA
"633",99,"Acanthocybium solandri","eez","Benin",0.5,NA
"634",100,"Acanthocybium solandri","eez","R_publique du Congo",0.5,NA
"635",101,"Acanthocybium solandri","eez","Namibia",0.5,NA
"636",102,"Acanthocybium solandri","eez","South Africa",0.5,NA
"637",103,"Acanthocybium solandri","eez","Sao Tome and Principe",0.5,NA
"638",104,"Acanthocybium solandri","eez","Equatorial Guinea",0.5,NA
"639",106,"Acanthocybium solandri","eez","Ghana",0.5,NA
"640",107,"Acanthocybium solandri","eez","Clipperton Island",0.5,NA
"641",108,"Acanthocybium solandri","eez","Bermuda",0.5,NA
"642",110,"Acanthocybium solandri","eez","Bahamas",0.5,NA
"643",111,"Acanthocybium solandri","eez","Turks and Caicos Islands",0.5,NA
"644",112,"Acanthocybium solandri","eez","Cuba",0.5,NA
"645",113,"Acanthocybium solandri","eez","Cayman Islands",0.5,NA
"646",114,"Acanthocybium solandri","eez","Haiti",0.5,NA
"647",115,"Acanthocybium solandri","eez","Dominican Republic",0.5,NA
"648",116,"Acanthocybium solandri","eez","Puerto Rico and Virgin Islands of the United States",0.5,NA
"649",117,"Acanthocybium solandri","eez","British Virgin Islands",0.5,NA
"650",118,"Acanthocybium solandri","eez","Anguilla",0.5,NA
"651",119,"Acanthocybium solandri","eez","Saint Kitts and Nevis",0.5,NA
"652",120,"Acanthocybium solandri","eez","Antigua and Barbuda",0.5,NA
"653",121,"Acanthocybium solandri","eez","Montserrat",0.5,NA
"654",122,"Acanthocybium solandri","eez","Saint Lucia",0.5,NA
"655",123,"Acanthocybium solandri","eez","Dominica",0.5,NA
"656",124,"Acanthocybium solandri","eez","Barbados",0.5,NA
"657",125,"Acanthocybium solandri","eez","Grenada",0.5,NA
"658",126,"Acanthocybium solandri","eez","Trinidad and Tobago",0.5,NA
"659",127,"Acanthocybium solandri","eez","Saint Vincent and the Grenadines",0.5,NA
"660",129,"Acanthocybium solandri","eez","Panama",0.5,NA
"661",130,"Acanthocybium solandri","eez","Costa Rica",0.5,NA
"662",131,"Acanthocybium solandri","eez","Nicaragua",0.5,NA
"663",132,"Acanthocybium solandri","eez","Colombia",0.5,NA
"664",133,"Acanthocybium solandri","eez","Honduras",0.5,NA
"665",134,"Acanthocybium solandri","eez","El Salvador",0.5,NA
"666",135,"Acanthocybium solandri","eez","Mexico",0.5,NA
"667",136,"Acanthocybium solandri","eez","Guatemala",0.5,NA
"668",137,"Acanthocybium solandri","eez","Ecuador",0.5,NA
"669",138,"Acanthocybium solandri","eez","Peru",0.5,NA
"670",139,"Acanthocybium solandri","eez","Venezuela",0.5,NA
"671",140,"Acanthocybium solandri","eez","Guadeloupe and Martinique",0.5,NA
"672",141,"Acanthocybium solandri","eez","Faeroe Islands",0.5,NA
"673",143,"Acanthocybium solandri","eez","Iceland",0.5,NA
"674",146,"Acanthocybium solandri","eez","Pitcairn",0.5,NA
"675",147,"Acanthocybium solandri","eez","French Polynesia",0.5,NA
"676",148,"Acanthocybium solandri","eez","Line Group",0.5,NA
"677",149,"Acanthocybium solandri","eez","Jarvis Island",0.5,NA
"678",150,"Acanthocybium solandri","eez","Palmyra Atoll",0.5,NA
"679",151,"Acanthocybium solandri","eez","American Samoa",0.5,NA
"680",152,"Acanthocybium solandri","eez","Samoa",0.5,NA
"681",153,"Acanthocybium solandri","eez","Cook Islands",0.5,NA
"682",154,"Acanthocybium solandri","eez","Niue",0.5,NA
"683",155,"Acanthocybium solandri","eez","Tonga",0.5,NA
"684",156,"Acanthocybium solandri","eez","Tokelau",0.5,NA
"685",157,"Acanthocybium solandri","eez","Phoenix Group",0.5,NA
"686",158,"Acanthocybium solandri","eez","Howland Island and Baker Island",0.5,NA
"687",159,"Acanthocybium solandri","eez","Johnston Atoll",0.5,NA
"688",161,"Acanthocybium solandri","eez","Wallis and Futuna",0.5,NA
"689",162,"Acanthocybium solandri","eez","New Zealand",0.5,NA
"690",163,"Acanthocybium solandri","eez","United States",0.5,NA
"691",164,"Acanthocybium solandri","eez","Belize",0.5,NA
"692",166,"Acanthocybium solandri","eez","Jamaica",0.5,NA
"693",167,"Acanthocybium solandri","eez","Guyana",0.5,NA
"694",168,"Acanthocybium solandri","eez","Suriname",0.5,NA
"695",169,"Acanthocybium solandri","eez","French Guiana",0.5,NA
"696",171,"Acanthocybium solandri","eez","Brazil",0.5,NA
"697",172,"Acanthocybium solandri","eez","Argentina",0.5,NA
"698",173,"Acanthocybium solandri","eez","Uruguay",0.5,NA
"699",175,"Acanthocybium solandri","eez","Denmark",0.5,NA
"700",176,"Acanthocybium solandri","eez","Germany",0.5,NA
"701",177,"Acanthocybium solandri","eez","Netherlands",0.5,NA
"702",179,"Acanthocybium solandri","eez","France",0.5,NA
"703",180,"Acanthocybium solandri","eez","United Kingdom",0.5,NA
"704",181,"Acanthocybium solandri","eez","Ireland",0.5,NA
"705",182,"Acanthocybium solandri","eez","Spain",0.5,NA
"706",183,"Acanthocybium solandri","eez","Portugal",0.5,NA
"707",184,"Acanthocybium solandri","eez","Italy",0.5,NA
"708",186,"Acanthocybium solandri","eez","Montenegro",0.5,NA
"709",187,"Acanthocybium solandri","eez","Croatia",0.5,NA
"710",188,"Acanthocybium solandri","eez","Slovenia",0.5,NA
"711",191,"Acanthocybium solandri","eez","Iran",0.5,NA
"712",193,"Acanthocybium solandri","eez","Guinea Bissau",0.5,NA
"713",194,"Acanthocybium solandri","eez","Guinea",0.5,NA
"714",195,"Acanthocybium solandri","eez","Ivory Coast",0.5,NA
"715",196,"Acanthocybium solandri","eez","Nigeria",0.5,NA
"716",198,"Acanthocybium solandri","eez","Gabon",0.5,NA
"717",199,"Acanthocybium solandri","eez","Democratic Republic of the Congo",0.5,NA
"718",200,"Acanthocybium solandri","eez","Angola",0.5,NA
"719",202,"Acanthocybium solandri","eez","Tanzania",0.5,NA
"720",203,"Acanthocybium solandri","eez","India",0.5,NA
"721",205,"Acanthocybium solandri","eez","Myanmar",0.5,NA
"722",206,"Acanthocybium solandri","eez","Malaysia",0.5,NA
"723",207,"Acanthocybium solandri","eez","Vietnam",0.5,NA
"724",209,"Acanthocybium solandri","eez","China",0.5,NA
"725",210,"Acanthocybium solandri","eez","Japan",0.5,NA
"726",212,"Acanthocybium solandri","eez","Kiribati",0.5,NA
"727",213,"Acanthocybium solandri","eez","Antarctica",0.5,NA
"728",214,"Acanthocybium solandri","eez","Egypt",0.5,NA
"729",216,"Acanthocybium solandri","eez","Indonesia",0.5,NA
"730",218,"Acanthocybium solandri","eez","Canada",0.5,NA
"731",221,"Acanthocybium solandri","eez","Northern Saint-Martin",0.5,NA
"732",223,"Acanthocybium solandri","eez","Norway",0.5,NA
"733",224,"Acanthocybium solandri","eez","Chile",0.5,NA
"734",228,"Acanthocybium solandri","eez","Guernsey",0.5,NA
"735",231,"Acanthocybium solandri","eez","East Timor",0.5,NA
"736",237,"Acanthocybium solandri","eez","Oecussi Ambeno",0.5,NA
"737",244,"Acanthocybium solandri","eez","Curaçao",0.5,NA
"738",245,"Acanthocybium solandri","eez","Bonaire",0.5,NA
"739",247,"Acanthocybium solandri","eez","Brunei",0.5,NA
"740",248,"Acanthocybium solandri","eez","Saba",0.5,NA
"741",250,"Acanthocybium solandri","eez","Aruba",0.5,NA
"742",261,"Acanthocybium solandri","fao","Atlantic, Northwest",0.5,21
"743",262,"Acanthocybium solandri","fao","Atlantic, Northeast",0.5,27
"744",263,"Acanthocybium solandri","fao","Atlantic, Western-Central",0.5,31
"745",264,"Acanthocybium solandri","fao","Atlantic, Eastern Central",0.5,34
"746",266,"Acanthocybium solandri","fao","Atlantic, Southwest",0.5,41
"747",267,"Acanthocybium solandri","fao","Atlantic, Southeast",0.5,47
"748",269,"Acanthocybium solandri","fao","Indian Ocean, Western",0.5,51
"749",270,"Acanthocybium solandri","fao","Indian Ocean, Eastern",0.5,57
"750",272,"Acanthocybium solandri","fao","Pacific, Northwest",0.5,61
"751",273,"Acanthocybium solandri","fao","Pacific, Northeast",0.5,67
"752",274,"Acanthocybium solandri","fao","Pacific, Western Central",0.5,71
"753",275,"Acanthocybium solandri","fao","Pacific, Eastern Central",0.5,77
"754",276,"Acanthocybium solandri","fao","Pacific, Southwest",0.5,81
"755",277,"Acanthocybium solandri","fao","Pacific, Southeast",0.5,87
"756",1,"Acanthocybium solandri","eez","Cocos Islands",0,NA
"757",2,"Acanthocybium solandri","eez","Christmas Island",0,NA
"758",3,"Acanthocybium solandri","eez","Norfolk Island",0,NA
"759",4,"Acanthocybium solandri","eez","Macquarie Island",0,NA
"760",5,"Acanthocybium solandri","eez","New Caledonia",0,NA
"761",6,"Acanthocybium solandri","eez","Vanuatu",0,NA
"762",7,"Acanthocybium solandri","eez","Solomon Islands",0,NA
"763",8,"Acanthocybium solandri","eez","Palau",0,NA
"764",9,"Acanthocybium solandri","eez","Micronesia",0,NA
"765",10,"Acanthocybium solandri","eez","Nauru",0,NA
"766",11,"Acanthocybium solandri","eez","Marshall Islands",0,NA
"767",12,"Acanthocybium solandri","eez","Wake Island",0,NA
"768",13,"Acanthocybium solandri","eez","Northern Mariana Islands and Guam",0,NA
"769",14,"Acanthocybium solandri","eez","Taiwan",0,NA
"770",15,"Acanthocybium solandri","eez","Philippines",0,NA
"771",16,"Acanthocybium solandri","eez","Australia",0,NA
"772",17,"Acanthocybium solandri","eez","Papua New Guinea",0,NA
"773",18,"Acanthocybium solandri","eez","Fiji",0,NA
"774",19,"Acanthocybium solandri","eez","Tuvalu",0,NA
"775",20,"Acanthocybium solandri","eez","South Korea",0,NA
"776",21,"Acanthocybium solandri","eez","North Korea",0,NA
"777",24,"Acanthocybium solandri","eez","Cambodia",0,NA
"778",25,"Acanthocybium solandri","eez","Thailand",0,NA
"779",26,"Acanthocybium solandri","eez","Andaman and Nicobar",0,NA
"780",28,"Acanthocybium solandri","eez","Comoro Islands",0,NA
"781",29,"Acanthocybium solandri","eez","Mayotte",0,NA
"782",30,"Acanthocybium solandri","eez","Glorioso Islands",0,NA
"783",31,"Acanthocybium solandri","eez","Seychelles",0,NA
"784",32,"Acanthocybium solandri","eez","R_union",0,NA
"785",33,"Acanthocybium solandri","eez","Juan de Nova Island",0,NA
"786",34,"Acanthocybium solandri","eez","Bassas da India",0,NA
"787",35,"Acanthocybium solandri","eez","Ile Europa",0,NA
"788",36,"Acanthocybium solandri","eez","Ile Tromelin",0,NA
"789",37,"Acanthocybium solandri","eez","Mauritius",0,NA
"790",38,"Acanthocybium solandri","eez","British Indian Ocean Territory",0,NA
"791",39,"Acanthocybium solandri","eez","Maldives",0,NA
"792",40,"Acanthocybium solandri","eez","Sri Lanka",0,NA
"793",41,"Acanthocybium solandri","eez","Mozambique",0,NA
